,Car Name,Car url,Car Brand,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
327,Polo 1.2 MPI Comfortline,/used-car-details/used-Volkswagen-Polo-2013-2015-1.2-MPI-Comfortline-cars-Kolkata_F419D0EC4E8890D1C1E327DE20322AAB.htm,Volkswagen,7,3.0,8.985,62800,Petrol,Dealer,74.0,Manual,Second Owner,16.47,1198,FWD,5,5
328,XUV500 W4,/used-car-details/used-Mahindra-XUV500-W4-cars-Kolkata_A4B6EBEBC7706E4012ADF90813DA90FE.htm,Mahindra,6,6.5,20.52,62000,Diesel,Dealer,140.0,Manual,First Owner,16.0,2179,FWD,7,6
329,Endeavour 3.2 Titanium AT 4X4,/used-car-details/used-Ford-Endeavour-2015-2020-3.2-Titanium-AT-4X4-cars-Kolkata_DF0CA292E4BBB6A2744C9FCE3F48CDCF.htm,Ford,4,25.5,39.12,51000,Diesel,Dealer,197.0,Automatic,First Owner,10.91,3198,4WD,7,6
330,Innova 2.5 G (Diesel) 8 Seater,/used-car-details/used-Toyota-Innova-2.5-G-(Diesel)-8-Seater-cars-Kolkata_AF453765086CA02EAE0351F6A1E1D68A.htm,Toyota,7,8.0,21.5907,65000,Diesel,Dealer,100.6,Manual,First Owner,12.99,2494,RWD,8,5
331,Jetta 1.9 Highline TDI,/used-car-details/used-Volkswagen-Jetta-2007-2011-1.9-Highline-TDI-cars-Kolkata_D9ECCB359BEFBE054E4129A0FFB8D5B0.htm,Volkswagen,10,2.45,6.6122,65000,Diesel,Dealer,105.0,Automatic,First Owner,15.5,1896,,5,6
332,Innova 2.5 VX (Diesel) 8 Seater,/used-car-details/used-Toyota-Innova-2012-2013-2.5-VX-(Diesel)-8-Seater-cars-Kolkata_38FC8E31CBB3527406AD0F9A6D50F438.htm,Toyota,8,7.25,19.5666,77000,Diesel,Dealer,100.0,Manual,First Owner,12.99,2494,FWD,8,5
333,Vento Diesel Comfortline,/used-car-details/used-Volkswagen-Vento-2010-2013-Diesel-Comfortline-cars-Kolkata_676C254A0A8ADC17389F4EBA67EBA107.htm,Volkswagen,9,2.55,6.882,69000,Diesel,Dealer,103.6,Manual,First Owner,20.54,1598,FWD,5,5
334,Grand i10 1.2 Kappa Sportz BSIV,/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Sportz-BSIV-cars-Kolkata_0A217A428A25AB16E6B92E76BE0FBED1.htm,Hyundai,4,3.97,10.7144,31000,Petrol,Dealer,81.86,Manual,First Owner,18.9,1197,FWD,5,5
335,Enjoy TCDi LS 8 Seater,/used-car-details/used-Chevrolet-Enjoy-2013-2015-TCDi-LS-8-Seater-cars-Kolkata_0CDC020D620B79B8238071D2AA075291.htm,Chevrolet,8,2.85,7.6917,62000,Diesel,Dealer,73.8,Manual,First Owner,18.2,1248,FWD,8,5
336,Jazz 1.2 S i VTEC,/used-car-details/used-Honda-Jazz-2018-2020-1.2-S-i-VTEC-cars-Kolkata_D9B23AD26F573701ED26C91E9FD561AF.htm,Honda,3,5.0,9.825,38038,Petrol,Dealer,88.7,Manual,First Owner,18.7,1199,FWD,5,5
337,KUV 100 mFALCON D75 K8,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-D75-K8-cars-Kolkata_98D4A63258EFAB884C92AB4765800006.htm,Mahindra,5,3.99,10.7684,38000,Diesel,Dealer,77.0,Manual,First Owner,25.32,1198,FWD,6,5
338,Sunny XL,/used-car-details/used-Nissan-Sunny-2014-2016-XL-cars-Kolkata_1CC14BDA46AF51F34DBD681320E85E22.htm,Nissan,6,3.9,10.5255,39000,Petrol,Dealer,97.6,Manual,First Owner,16.95,1498,FWD,5,5
339,Duster 85PS Diesel RxL Option,/used-car-details/used-Renault-Duster-2015-2016-85PS-Diesel-RxL-Option-cars-Kolkata_0101A9B04FDCCACCD1DC8D6A54044471.htm,Renault,7,4.75,12.8195,26000,Diesel,Dealer,83.8,Manual,First Owner,19.87,1461,FWD,5,5
340,EON D Lite Plus,/used-car-details/used-Hyundai-EON-D-Lite-Plus-cars-Kolkata_3D5DCBF065910627E353DA7EAE60A96D.htm,Hyundai,9,2.15,5.8025,25000,Petrol,Dealer,55.2,Manual,First Owner,21.1,814,FWD,5,5
341,Brio S Option MT,/used-car-details/used-Honda-Brio-2011-2013-S-Option-MT-cars-Kolkata_84BA621E2CFB9DDF53B5788F067EFD23.htm,Honda,9,2.5,6.7471,54000,Petrol,Dealer,86.8,Manual,First Owner,18.4,1198,FWD,5,5
342,i20 1.4 Asta Option,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.4-Asta-Option-cars-Kolkata_08249453EEC9FC37AA9098093993A25B.htm,Hyundai,3,6.8,10.575,19000,Diesel,Dealer,88.73,Manual,First Owner,22.54,1396,FWD,5,6
343,Camry Hybrid,/used-car-details/used-Toyota-Camry-2012-2014-Hybrid-cars-Kolkata_4007E68D3633FCCD91EB7A17B8434745.htm,Toyota,7,14.95,40.3476,78000,Petrol,Dealer,158.2,Automatic,First Owner,19.16,2494,FWD,5,6
344,EON Sportz,/used-car-details/used-Hyundai-EON-Sportz-cars-Kolkata_04648846407B95790918BBF1A99491B3.htm,Hyundai,9,1.96,5.2897,45000,Petrol,Dealer,55.2,Manual,First Owner,21.1,814,FWD,5,5
345,Figo Diesel ZXI,/used-car-details/used-Ford-Figo-2010-2012-Diesel-ZXI-cars-Kolkata_C1DAE5B2A051AE9CEC551C29FDCC98D7.htm,Ford,10,1.89,9.254999999999999,64000,Diesel,Dealer,68.0,Manual,First Owner,20.0,1399,Front Wheel Drive,5,5
346,i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_DB3E4C4F599344574C7829186B1744AE.htm,Hyundai,10,2.0,5.3977,40000,Petrol,Individual,78.9,Manual,First Owner,20.36,1197,FWD,5,5
347,Swift Dzire VXI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VXI-cars-Kolkata_922FF6E6484D4DECD5D836741FC953CF.htm,Maruti,4,5.25,8.34,31117,Petrol,Dealer,83.14,Manual,First Owner,20.85,1197,FWD,5,5
348,Polo 1.2 MPI Comfortline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.2-MPI-Comfortline-cars-Kolkata_AF7E915E25DAA586022ACB9C3CDDDD34.htm,Volkswagen,4,4.49,8.985,35000,Petrol,Dealer,74.0,Manual,First Owner,16.2,1199,FWD,5,5
349,Ecosport 1.5 Diesel Titanium,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-cars-Kolkata_DBD6E603418A489AA685CC16248D46EB.htm,Ford,6,5.25,11.684999999999999,88117,Diesel,Dealer,98.96,Manual,First Owner,21.7,1498,FWD,5,5
350,Scala RxL AT,/used-car-details/used-Renault-Scala-RxL-AT-cars-Kolkata_F9F457841846B6570136547D691D50F1.htm,Renault,6,4.51,12.1718,43000,Petrol,Dealer,99.6,Automatic,Second Owner,17.97,1498,FWD,5,5
351,Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-LXI-cars-Kolkata_9BCD511E2278B7E590DD21051705CD72.htm,Maruti,7,2.4,6.4772,34000,Petrol,Dealer,67.1,Manual,First Owner,20.92,998,FWD,5,5
352,Vento 1.6 Highline,/used-car-details/used-Volkswagen-Vento-2015-2019-1.6-Highline-cars-Kolkata_F7CC539A754EC93B7CB5AE8913387A93.htm,Volkswagen,3,6.5,13.184999999999999,24000,Petrol,Dealer,103.2,Manual,First Owner,16.09,1598,FWD,5,5
353,KUV 100 mFALCON D75 K8 Dual Tone,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-D75-K8-Dual-Tone-cars-Kolkata_A46A302122FF90CD755DF3DB8AA8A7FC.htm,Mahindra,5,3.5,9.4459,57000,Diesel,Dealer,77.0,Manual,First Owner,25.32,1198,FWD,6,5
354,Creta 1.6 CRDi SX Option,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-Option-cars-Kolkata_661F65403F529144A918654BEDAF0288.htm,Hyundai,6,8.24,15.835,40000,Diesel,Dealer,126.2,Manual,First Owner,19.67,1582,FWD,5,6
355,i20 Active 1.2 S,/used-car-details/used-Hyundai-i20-Active-1.2-S-cars-Kolkata_AEAFA9F64F37DB8052885261AF6470F0.htm,Hyundai,5,5.21,14.0609,39000,Petrol,Dealer,81.86,Manual,First Owner,17.19,1197,FWD,5,5
356,Grand i10 Magna,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Magna-cars-Kolkata_FF93C5AD215C2786C848B0FCC5DED719.htm,Hyundai,8,2.99,8.0695,38256,Petrol,Dealer,82.0,Manual,First Owner,18.9,1197,FWD,5,5
357,GLA Class 200 CDI SPORT,/used-car-details/used-Mercedes-Benz-GLA-Class-2014-2017-200-CDI-SPORT-cars-Kolkata_08E9699CA42E5426BC89ECF2DF93D1E6.htm,Mercedes-Benz,7,16.0,43.1814,40000,Diesel,Individual,136.0,Automatic,First Owner,17.9,2143,AWD,5,7
358,i10 Sportz,/used-car-details/used-Hyundai-i10-Sportz-cars-Kolkata_0010D7F09B2456B026EF7E98964137DD.htm,Hyundai,8,2.75,7.4218,48000,Petrol,Dealer,78.9,Manual,First Owner,20.36,1197,FWD,5,5
359,Ciaz Zeta 1.5,/used-car-details/used-Maruti-Ciaz-Zeta-1.5-cars-Kolkata_3ADED158452DE7175B6981CCBA14BC90.htm,Maruti,1,11.0,29.6872,8800,Diesel,Individual,93.87,Manual,First Owner,26.32,1498,FWD,5,5
360,Swift Dzire VXI,/used-car-details/used-Maruti-Swift-Dzire-2011-2014-VXI-cars-Kolkata_00CC0F07DBECDACFD7265391B8BEA67F.htm,Maruti,7,3.7,8.34,25000,Petrol,Dealer,85.8,Manual,First Owner,19.1,1197,FWD,5,5
361,City 1.5 V AT,/used-car-details/used-Honda-City-2008-2011-1.5-V-AT-cars-Kolkata_533329BEE28F583E0F84291161A2C4C3.htm,Honda,11,2.8,14.545000000000002,51364,Petrol,Dealer,118.0,Automatic,First Owner,16.8,1497,FWD,5,5
362,Elantra SX AT,/used-car-details/used-Hyundai-Elantra-2012-2015-SX-AT-cars-Kolkata_B611192E9EDD2258CC93A937DF04C232.htm,Hyundai,7,6.0,21.325,45000,Petrol,Dealer,147.5,Automatic,First Owner,14.5,1797,FWD,5,6
363,Scorpio EX,/used-car-details/used-Mahindra-Scorpio-2009-2014-EX-cars-Kolkata_447F05F8A8CDEA71E48095008F70186E.htm,Mahindra,9,5.0,17.475,190000,Diesel,Individual,75.0,Manual,Second Owner,14.0,2523,FWD,8,5
364,A4 2.0 TDI,/used-car-details/used-Audi-A4-2.0-TDI-cars-Kolkata_BE5FDC63A2E70C7C28B9798D7BC4A1DA.htm,Audi,8,11.99,32.3591,48650,Diesel,Dealer,147.51,Automatic,First Owner,16.55,1968,FWD,5,7
365,Baleno Alpha Diesel,/used-car-details/used-Maruti-Baleno-Alpha-Diesel-cars-Kolkata_3BB4EDE25ECC9607C4B6DE25674957AA.htm,Maruti,3,6.75,18.2172,26000,Diesel,Dealer,74.0,Manual,First Owner,27.39,1248,FWD,5,5
366,Ecosport 1.5 Petrol Ambiente BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Petrol-Ambiente-BSIV-cars-Kolkata_E75FFDA91EF23F4993443B5C83A8B12E.htm,Ford,3,6.79,11.125,19000,Petrol,Dealer,121.36,Manual,First Owner,17.0,1497,FWD,5,5
367,Swift Dzire VXI 1.2,/used-car-details/used-Maruti-Dzire-2017-2020-VXI-1.2-cars-Kolkata_AE306D292839041EC58986337B625318.htm,Maruti,2,6.75,8.34,35000,Petrol,Individual,81.8,Manual,First Owner,21.21,1197,FWD,5,5
368,B Class B180 CDI,/used-car-details/used-Mercedes-Benz-B-Class-2012-2015-B180-CDI-cars-Kolkata_E88D5297D180BD4E818110C141A6404C.htm,Mercedes-Benz,8,12.0,32.386,47601,Diesel,Individual,120.7,Automatic,Second Owner,14.8,2143,FWD,5,7
369,Duster 85PS Diesel RxL Option,/used-car-details/used-Renault-Duster-2015-2016-85PS-Diesel-RxL-Option-cars-Kolkata_4C6387BC3F98F2B34F7362755507FA44.htm,Renault,7,4.25,11.4701,55000,Diesel,Dealer,83.8,Manual,First Owner,19.87,1461,FWD,5,5
370,SX4 S Cross Facelift,/used-car-details/used-Maruti-S-Cross-2017-2020-Facelift-cars-Kolkata_ADE57CB025612BF67CD07B7B050905C3.htm,Maruti,2,7.88,21.2668,27501,Diesel,Dealer,88.5,Manual,First Owner,23.65,1248,FWD,5,5
371,Zen Estilo 1.1 LXI BSIII,/used-car-details/used-Maruti-Zen-Estilo-1.1-LXI-BSIII-cars-Kolkata_6FE6FA0C705EA6A47D1C3EBDB833DEA8.htm,Maruti,14,0.65,1.7542,100000,Petrol,Individual,64.0,Manual,First Owner,18.2,1061,2WD,5,5
372,Celerio VXI,/used-car-details/used-Maruti-Celerio-2014-2017-VXI-cars-Kolkata_C15D6AC248C782B493F26B6EBB82DB3E.htm,Maruti,5,3.5,5.8100000000000005,35000,Petrol,Dealer,67.04,Manual,First Owner,23.1,998,FWD,5,5
373,Creta 1.6 CRDi SX,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-cars-Kolkata_2C545DC9DB4729CC3E5D37C1FD53D0BD.htm,Hyundai,4,8.85,15.835,42000,Diesel,Dealer,126.2,Manual,First Owner,19.67,1582,FWD,5,6
374,Indica Xeta GLS BS IV,/used-car-details/used-Tata-Indica-Xeta-GLS-BS-IV-cars-Kolkata_7B59DE379EBED827ADF63883239DD441.htm,Tata,12,0.95,2.5639,25000,Petrol,Individual,65.3,Manual,First Owner,15.3,1193,FWD,5,5
375,Zen Estilo VXI BSIV,/used-car-details/used-Maruti-Zen-Estilo-VXI-BSIV-cars-Kolkata_BD27221FBF8D28D95EB966C855B0DB51.htm,Maruti,8,2.36,6.3693,35000,Petrol,Dealer,67.1,Manual,First Owner,19.0,998,FWD,5,5
376,i20 Magna Optional 1.2,/used-car-details/used-Hyundai-i20-2012-2014-Magna-Optional-1.2-cars-Kolkata_F9A6AE47F7EC06EAB06D345CB351497D.htm,Hyundai,8,3.24,10.18,36000,Petrol,Dealer,82.9,Manual,First Owner,18.5,1197,FWD,5,5
377,TUV 300 T8 AMT,/used-car-details/used-Mahindra-TUV-300-2015-2019-T8-AMT-cars-Kolkata_17F8946D44EC47F54BFBE16371CC4352.htm,Mahindra,3,7.65,20.6461,25517,Diesel,Dealer,100.0,Automatic,First Owner,18.49,1493,RWD,7,5
378,Baleno Delta,/used-car-details/used-Maruti-Baleno-Delta-cars-Kolkata_29E9C759CFF74999A66F77A2716CD226.htm,Maruti,5,4.69,8.6,38256,Petrol,Dealer,81.8,Manual,First Owner,21.01,1197,FWD,5,5
379,EcoSport 1.5 Ti VCT MT Ambiente,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-Ti-VCT-MT-Ambiente-cars-Kolkata_0F17997001DBFDA8065EAA9FA89D0B87.htm,Ford,7,4.25,11.125,60000,Petrol,Dealer,110.0,Manual,First Owner,15.8,1499,FWD,5,5
380,Polo 1.5 TDI Comfortline,/used-car-details/used-Volkswagen-Polo-2013-2015-1.5-TDI-Comfortline-cars-Kolkata_E92B1F391D6EC090D9D7157AC07DD22E.htm,Volkswagen,7,3.1,8.3664,55000,Diesel,Dealer,88.8,Manual,First Owner,20.14,1498,FWD,5,5
381,Amaze VX i-VTEC,/used-car-details/used-Honda-Amaze-VX-i-VTEC-cars-Kolkata_B1D3BB0AC618FF9BBD088B16F4E2E0FF.htm,Honda,5,4.0,8.515,39000,Petrol,Dealer,86.7,Manual,First Owner,17.8,1198,FWD,5,5
382,Ecosport 1.5 TDCi Titanium BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-TDCi-Titanium-BSIV-cars-Kolkata_9E9872D1FABBDCA864F9C3F8AF4F75ED.htm,Ford,6,5.75,11.684999999999999,46000,Diesel,Dealer,98.59,Manual,First Owner,22.77,1498,FWD,5,5
383,B Class B180 Sports,/used-car-details/used-Mercedes-Benz-B-Class-2012-2015-B180-Sports-cars-Kolkata_8CA66C48340AC6B7834F300D4DEE9007.htm,Mercedes-Benz,8,11.99,32.3591,26001,Petrol,Dealer,120.7,Automatic,First Owner,11.9,1595,FWD,5,7
384,Vento 1.5 TDI Highline,/used-car-details/used-Volkswagen-Vento-2013-2015-1.5-TDI-Highline-cars-Kolkata_178796DDA86C4768DEA8CF2CA7E11AB1.htm,Volkswagen,7,4.15,11.2002,45000,Diesel,Dealer,103.2,Manual,First Owner,20.34,1498,FWD,5,5
385,Zen VX,/used-car-details/used-Maruti-Zen-VX-cars-Kolkata_8BB6B2A67984BE27CC9657F266DD1B11.htm,Maruti,17,0.75,2.0241,58670,Petrol,Dealer,60.0,Manual,Second Owner,17.3,993,,5,5
386,Polo 1.0 TSI Highline Plus,/used-car-details/used-Volkswagen-Polo-1.0-TSI-Highline-Plus-cars-Kolkata_D90FD2D9F7B7063A6F4EE83337AE4861.htm,Volkswagen,1,7.45,8.985,9000,Petrol,Dealer,108.62,Manual,First Owner,18.24,999,FWD,5,6
387,Baleno 1.2 Zeta,/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Kolkata_533A709BD8A3860523A7B21D12A92232.htm,Maruti,1,7.5,8.6,14500,Petrol,Dealer,83.1,Manual,First Owner,21.4,1197,FWD,5,5
388,EON 1.0 Era Plus,/used-car-details/used-Hyundai-EON-1.0-Era-Plus-cars-Kolkata_A4F881809F7994820C6835D492FDD652.htm,Hyundai,3,2.95,7.9616,15200,Petrol,Dealer,68.05,Manual,First Owner,20.3,998,FWD,5,5
389,Swift Dzire VXI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VXI-cars-Kolkata_89180E18987F0A4C8F64C5A8B423849F.htm,Maruti,6,4.62,8.34,45288,Petrol,Dealer,83.14,Manual,Second Owner,20.85,1197,FWD,5,5
390,Innova 2.5 E Diesel PS 8-Seater,/used-car-details/used-Toyota-Innova-2012-2013-2.5-E-Diesel-PS-8-Seater-cars-Kolkata_33CD895F89AB43650024FEDE662A8373.htm,Toyota,13,4.15,11.2002,68500,Diesel,Dealer,100.6,Manual,First Owner,11.4,2494,,8,5
391,Polo Select 1.5 TDI Highline,/used-car-details/used-Volkswagen-Polo-2015-2019-Select-1.5-TDI-Highline-cars-Kolkata_BDC7031451752050EC3A083EC390E4E3.htm,Volkswagen,6,4.32,11.659,28500,Diesel,Dealer,88.7,Manual,First Owner,20.14,1498,FWD,5,5
392,Alto K10 2010-2014 VXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-2010-2014-VXI-cars-Kolkata_89B559611D59A8FD2A1C1EA488F2B99D.htm,Maruti,10,1.75,4.723,34250,Petrol,Dealer,67.1,Manual,Second Owner,20.92,998,FWD,5,5
393,Celerio LXI,/used-car-details/used-Maruti-Celerio-LXI-cars-Kolkata_D1D17375A8F0A91863DC74D9F3546FFE.htm,Maruti,0,3.7,5.8100000000000005,1000,Petrol,Dealer,67.05,Manual,First Owner,21.63,998,FWD,5,5
394,KWID 1.0 RXT 02 Anniversary Edition,/used-car-details/used-Renault-KWID-2015-2019-1.0-RXT-02-Anniversary-Edition-cars-Kolkata_C176F73EBC4A2374700B1C5E29958EE9.htm,Renault,3,3.1,4.995,35000,Petrol,Dealer,67.0,Manual,First Owner,23.01,999,FWD,5,5
395,Ertiga VXI ABS,/used-car-details/used-Maruti-Ertiga-2012-2015-VXI-ABS-cars-Kolkata_49BB2A478AAF6A523942E27459C7550D.htm,Maruti,8,4.2,10.26,80000,Petrol,Individual,93.7,Manual,Third Owner,16.02,1373,FWD,7,5
396,Amaze VX Diesel,/used-car-details/used-Honda-Amaze-VX-Diesel-cars-Kolkata_DCB6A0BB322BC382C17B124BA30228E7.htm,Honda,3,7.8,11.01,36951,Diesel,Dealer,98.63,Manual,First Owner,24.7,1498,FWD,5,5
397,Jazz Select Edition Mode,/used-car-details/used-Honda-Jazz-2009-2013-Select-Edition-Mode-cars-Kolkata_91608C999A1074548EEEB10309EA8487.htm,Honda,11,2.3,9.825,68000,Petrol,Dealer,90.0,Manual,First Owner,16.0,1198,Two Wheel Drive,5,5
398,Vento Diesel Highline,/used-car-details/used-Volkswagen-Vento-2010-2013-Diesel-Highline-cars-Kolkata_F6EFA74B24854339F30D956D4004E7B7.htm,Volkswagen,10,2.85,7.6917,36000,Diesel,Dealer,103.6,Manual,First Owner,20.54,1598,FWD,5,5
399,Octavia 2.0 TDI AT Style Plus,/used-car-details/used-Skoda-Octavia-2013-2021-2.0-TDI-AT-Style-Plus-cars-Kolkata_42620B58FADC6A6665EB34FE58AB1603.htm,Skoda,5,12.5,33.7355,39000,Diesel,Dealer,141.0,Automatic,First Owner,19.5,1968,FWD,5,6
400,Alto 800 VXI Optional,/used-car-details/used-Maruti-Alto-800-2016-2019-VXI-Optional-cars-Kolkata_686858C6E3133BC91A0F14D6509B0CC9.htm,Maruti,4,2.72,3.99,18250,Petrol,Dealer,47.3,Manual,Second Owner,24.7,796,FWD,5,5
401,i20 Asta 1.4 CRDi (Diesel),/used-car-details/used-Hyundai-i20-2009-2011-Asta-1.4-CRDi-(Diesel)-cars-Kolkata_A24789FC1CCEB7F138B5BA531D194BEC.htm,Hyundai,11,2.3,10.575,80000,Diesel,Individual,90.0,Manual,Second Owner,23.0,1396,,5,6
402,Baleno Alpha,/used-car-details/used-Maruti-Baleno-Alpha-cars-Kolkata_4CCD331F730C5066A50C76D022288E65.htm,Maruti,2,6.5,8.6,8000,Petrol,Dealer,81.8,Manual,First Owner,21.01,1197,FWD,5,5
403,i20 1.2 Magna,/used-car-details/used-Hyundai-i20-2010-2012-1.2-Magna-cars-Kolkata_71A44EC244888EFA73CCFFEC1A8F686D.htm,Hyundai,10,2.6,10.18,31000,Petrol,Dealer,80.0,Manual,First Owner,18.5,1197,,5,5
404,Corolla Altis D-4D J,/used-car-details/used-Toyota-Corolla-Altis-2013-2017-D-4D-J-cars-Kolkata_A0D11766EE8AACCB9920A0EBCC30F330.htm,Toyota,7,6.9,18.622,27000,Diesel,Dealer,87.2,Manual,First Owner,21.43,1364,FWD,5,6
405,BR-V i-DTEC S MT,/used-car-details/used-Honda-BR-V-i-DTEC-S-MT-cars-Kolkata_62B5F3FD5F0B8BD632D040EE266B93C1.htm,Honda,5,6.95,18.7569,21000,Diesel,Dealer,98.6,Manual,First Owner,21.9,1498,FWD,7,6
406,Vitara Brezza VDi,/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-VDi-cars-Kolkata_F0CFDBD52038BCB99452E818920D4E44.htm,Maruti,5,6.5,17.5424,30000,Diesel,Dealer,88.5,Manual,First Owner,24.3,1248,FWD,5,5
407,Scorpio S10 7 Seater,/used-car-details/used-Mahindra-Scorpio-S10-7-Seater-cars-Kolkata_93317A7DE4D740C655C61A16B6FA534B.htm,Mahindra,6,9.5,17.475,43198,Diesel,Dealer,120.0,Manual,First Owner,15.4,2179,RWD,7,5
408,City i VTEC VX Option,/used-car-details/used-Honda-City-2014-2015-i-VTEC-VX-Option-cars-Kolkata_DFCAF763EF3F140A1F4B7E63F155B378.htm,Honda,5,6.55,14.545000000000002,46000,Petrol,Dealer,117.3,Manual,First Owner,17.4,1497,FWD,5,5
409,City i DTec V,/used-car-details/used-Honda-City-2015-2017-i-DTec-V-cars-Kolkata_E230B5CD75B526BD31ECC5DCAB451BC3.htm,Honda,5,5.9,15.54,39460,Diesel,Dealer,98.6,Manual,First Owner,26.0,1498,FWD,5,6
410,Spark 1.0 LS,/used-car-details/used-Chevrolet-Spark-2007-2012-1.0-LS-cars-Kolkata_3D2DDF56208FE4BB7105570B88C5D4D7.htm,Chevrolet,13,0.45,1.2145,80000,Petrol,Individual,62.0,Manual,Third Owner,18.0,995,FWD,5,5
411,Creta 1.6 SX Option,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-SX-Option-cars-Kolkata_C0E36D34B0E096C1AB754382A15D3F8B.htm,Hyundai,3,11.49,15.625,38691,Petrol,Dealer,121.3,Manual,First Owner,15.8,1591,FWD,5,6
412,i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_751278C731AFB2200C56F684F335033C.htm,Hyundai,6,2.85,7.6917,55000,Petrol,Dealer,78.9,Manual,First Owner,20.36,1197,FWD,5,5
413,E-Class E240 V6 AT,/used-car-details/used-Mercedes-Benz-E-Class-1993-2009-E240-V6-AT-cars-Kolkata_B1613AE375AA6383A680FDCDDAD624C9.htm,Mercedes-Benz,16,3.5,36.83,123374,Petrol,Dealer,203.0,Automatic,First Owner,11.2,2497,Rear-wheel drive with ESP,5,7
414,Omni 5 Seater BSII,/used-car-details/used-Maruti-Omni-5-Seater-BSII-cars-Kolkata_2EDE5E8F83B682E5236CC63B6B2D7D5A.htm,Maruti,15,1.1,2.9687,40000,Petrol,Dealer,35.0,Manual,First Owner,14.0,796,RWD,5,4
415,Indica Xeta GLS BS IV,/used-car-details/used-Tata-Indica-Xeta-GLS-BS-IV-cars-Kolkata_E7DD055224D0B4D9584ADCB507F4B2F0.htm,Tata,12,1.55,4.1832,35000,Petrol,Individual,65.3,Manual,Second Owner,15.3,1193,FWD,5,5
416,Endeavour 3.2 Titanium AT 4X4,/used-car-details/used-Ford-Endeavour-2015-2020-3.2-Titanium-AT-4X4-cars-Kolkata_DD22A067EDBDFEE2CF8AD4B878124F8E.htm,Ford,3,29.6,39.12,37700,Diesel,Individual,197.0,Automatic,Second Owner,10.91,3198,4WD,7,6
417,i20 Magna,/used-car-details/used-Hyundai-i20-2009-2011-Magna-cars-Kolkata_B1B5717AD1E8732AE6C2FC163AC46E04.htm,Hyundai,12,2.25,10.18,40000,Petrol,Individual,80.0,Manual,Second Owner,18.5,1197,,5,5
418,Creta 1.6 VTVT SX Plus Dual Tone,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-VTVT-SX-Plus-Dual-Tone-cars-Kolkata_F92B10B19430B5CB65D529699FFC0D7F.htm,Hyundai,4,11.0,15.625,20000,Petrol,Individual,121.3,Manual,First Owner,15.29,1591,FWD,5,6
419,Verna 1.6 SX VTVT (O) AT,/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-VTVT-(O)-AT-cars-Kolkata_35A69D649173D40424C38BB3B59AA5FE.htm,Hyundai,9,3.85,13.005,57000,Petrol,Dealer,121.4,Automatic,First Owner,17.1,1591,FWD,5,5
420,Swift Dzire AMT ZDI,/used-car-details/used-Maruti-Dzire-2017-2020-AMT-ZDI-cars-Kolkata_224446A00A3AF24E6C5341F326CEAE97.htm,Maruti,5,6.0,16.193,50040,Diesel,Dealer,74.02,Automatic,First Owner,28.4,1248,FWD,5,5
421,XUV500 W10 2WD,/used-car-details/used-Mahindra-XUV500-W10-2WD-cars-Kolkata_12C12A7D5BAA3B193C89F6BF26CAD15A.htm,Mahindra,6,8.0,20.52,72000,Diesel,Dealer,140.0,Manual,First Owner,16.0,2179,FWD,7,6
422,Polo 1.2 MPI Highline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.2-MPI-Highline-cars-Kolkata_45583F8842AAB403B4476CF2D0A77328.htm,Volkswagen,5,4.4,8.985,46000,Petrol,Dealer,74.0,Manual,First Owner,16.2,1199,FWD,5,5
423,Polo 1.5 TDI Highline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.5-TDI-Highline-cars-Kolkata_0AD9B842E694D8ABFD9C217BFD7D7F9E.htm,Volkswagen,5,5.2,14.034,90000,Diesel,Individual,88.0,Manual,First Owner,20.14,1498,FWD,5,5
