,Car Name,Car url,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
732,BMW 3 Series 320d,/used-car-details/used-BMW-3-Series-1995-2012-320d-cars-Kolkata_D1CD87F2E35D82ECC0FA90331665164E.htm,2011,9.25 Lakh*,Rs.  53.82-54.04 Lakh*,"47,000 kms",Diesel,Dealer,"170 @ 4,000 (PS@rpm)",Automatic,First Owner,13.2 kmpl,1995 CC,,5,6 Speed
733,Hyundai Creta 1.4 CRDi S,/used-car-details/used-Hyundai-Creta-2015-2020-1.4-CRDi-S-cars-Kolkata_CC219E57084FA39330C8565BC275DBF3.htm,2015,6 Lakh*,Rs.  11.88-19.79 Lakh*,"74,000 kms",Diesel,Individual,88.7bhp@4000rpm,Manual,First Owner,21.38 kmpl,1396 CC,FWD,5,6 Speed
734,Maruti Alto 800 LXI,/used-car-details/used-Maruti-Alto-800-2012-2016-LXI-cars-Kolkata_15AE04434B8F917898BDE7D02F00AD62.htm,2013,2.03 Lakh*,Rs.  3.35-4.63 Lakh*,"22,101 kms",Petrol,Dealer,47.3bhp@6000rpm,Manual,First Owner,22.74 kmpl,796 CC,FWD,5,5 Speed
735,Hyundai Grand i10 1.2 Kappa Magna BSIV,/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Magna-BSIV-cars-Kolkata_15B664A60BAD584417FA2647A8CAA819.htm,2018,4.5 Lakh*,,"21,307 kms",Petrol,Individual,81.86bhp@6000rpm,Manual,Second Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
736,Renault KWID 1.0 RXT 02 Anniversary Edition,/used-car-details/used-Renault-KWID-2015-2019-1.0-RXT-02-Anniversary-Edition-cars-Kolkata_3050CBCF8EEBF1D48F1C569A38FEC9CA.htm,2018,3.2 Lakh*,Rs.  3.82-6.17 Lakh*,"30,000 kms",Petrol,Individual,67bhp@5500rpm,Manual,First Owner,23.01 kmpl,999 CC,FWD,5,5 Speed
737,Honda City i DTec VX Option,/used-car-details/used-Honda-City-2015-2017-i-DTec-VX-Option-cars-Kolkata_6B634DE5E1E4491AEC2204CEA1415787.htm,2016,6.59 Lakh*,Rs.  14.24-16.84 Lakh*,"38,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,26.0 kmpl,1498 CC,FWD,5,6 Speed
738,Jaguar XE Prestige,/used-car-details/used-Jaguar-XE-2016-2019-Prestige-cars-Kolkata_FC73A861CE879AA6F3E3347E1A04A9BB.htm,2017,21.9 Lakh*,Rs. 51.98-54.04 Lakh* ,"20,000 kms",Petrol,Dealer,197.13bhp@4500-6000rpm,Automatic,First Owner,13.6 kmpl,1999 CC,RWD,5,8 Speed
739,Hyundai Verna 1.6 SX VTVT (O),/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-VTVT-(O)-cars-Kolkata_C87C64F5B4E280A46BEAC8C99AB22DCE.htm,2014,4.89 Lakh*,Rs.  10.30-15.71 Lakh*,"65,000 kms",Petrol,Dealer,121.3bhp@6300rpm,Manual,First Owner,17.1 kmpl,1591 CC,FWD,5,5 Speed
740,Tata Zest Quadrajet 1.3 XMS,/used-car-details/used-Tata-Zest-Quadrajet-1.3-XMS-cars-Kolkata_E51DE8FB693AE62D1EB79742B11C0341.htm,2015,3.75 Lakh*,,"1,00,000 kms",Diesel,Individual,88.7bhp@4000rpm,Manual,First Owner,23.0 kmpl,1248 CC,FWD,5,5 Speed
741,Chevrolet Beat Diesel LS,/used-car-details/used-Chevrolet-Beat-Diesel-LS-cars-Kolkata_041201F9AAE2D24AC52F4FACE69062BC.htm,2014,1.79 Lakh*,,"39,568 kms",Diesel,Dealer,56.3bhp@4000rpm,Manual,First Owner,25.44 kmpl,936 CC,FWD,5,5 Speed
742,Mahindra XUV500 W8 2WD,/used-car-details/used-Mahindra-XUV500-2011-2015-W8-2WD-cars-Kolkata_2AEB73D9516ADD78654F5583BA6DB1E5.htm,2012,5.35 Lakh*,Rs.  18.05-22.99 Lakh*,"79,000 kms",Diesel,Dealer,140bhp@3750rpm,Manual,First Owner,15.1 kmpl,2179 CC,FWD,7,6 Speed
743,Maruti Esteem Vxi - BSIII,/used-car-details/used-Maruti-Esteem-Vxi---BSIII-cars-Kolkata_BC40FBF6473312C34EACDAE75D9F7AD0.htm,2005,1.5 Lakh*,,"28,000 kms",Petrol,Dealer,85 PS @ 6000 rpm ,Manual,First Owner,15.9 kmpl,1298 CC,,5,5 Speed
744,Hyundai i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_30A3332D4156AC63BFBD5F43DF151A5E.htm,2013,2.65 Lakh*,,"35,000 kms",Petrol,Dealer,78.9bhp@6000rpm,Manual,First Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
745,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,/used-car-details/used-Volkswagen-Vento-2015-2019-1.5-Highline-Plus-AT-16-Alloy-cars-Kolkata_116390864E4E5E19D5A35E3B2488D16E.htm,2019,8.5 Lakh*,,"24,000 kms",Diesel,Dealer,108.5bhp@4000rpm,Automatic,First Owner,21.5 kmpl,1498 CC,FWD,5,7 Speed
746,Maruti Vitara Brezza LDi,/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-LDi-cars-Kolkata_E608FE90D6C626F748B00FE79C45EF3D.htm,2016,5.85 Lakh*,,"40,000 kms",Diesel,Dealer,88.5bhp@4000rpm,Manual,First Owner,24.3 kmpl,1248 CC,FWD,5,5 Speed
747,Maruti Ciaz VXi Plus,/used-car-details/used-Maruti-Ciaz-2014-2017-VXi-Plus-cars-Kolkata_7D3C8A590A3C95B726B1BB718A38E6FB.htm,2016,4.5 Lakh*,Rs.  9.57-12.95 Lakh*,"38,000 kms",Petrol,Dealer,91.1bhp@6000rpm,Manual,First Owner,20.73 kmpl,1373 CC,FWD,5,5 Speed
748,Skoda Rapid 1.5 TDI Ambition Plus,/used-car-details/used-Skoda-Rapid-2013-2016-1.5-TDI-Ambition-Plus-cars-Kolkata_E1605E8231C0C3075FD879FC901AF2AA.htm,2014,4.69 Lakh*,,"60,000 kms",Diesel,Individual,103.6bhp@4400rpm,Manual,First Owner,21.14 kmpl,1498 CC,FWD,5,5 Speed
749,Maruti Swift LDI,/used-car-details/used-Maruti-Swift-2011-2014-LDI-cars-Kolkata_0FD82B0C72AE8FCD3A16396C1E546F11.htm,2013,2.95 Lakh*,,"1,00,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,Second Owner,22.9 kmpl,1248 CC,FWD,5,5 Speed 
750,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,/used-car-details/used-Toyota-Innova-2004-2011-2.5-G-(Diesel)-8-Seater-BS-IV-cars-Kolkata_4F2FD73524911FA302462333E905C275.htm,2011,6 Lakh*,,"1,45,000 kms",Diesel,Individual,"102@3,600 (PS@rpm)",Manual,First Owner,12.8 kmpl,2494 CC,,8,5 Speed
751,Maruti Alto 800 LXI BSIV,/used-car-details/used-Maruti-Alto-800-LXI-BSIV-cars-Kolkata_6AA29566E55346EF8F71E779952F2CC4.htm,2020,3.2 Lakh*,Rs.  3.35-4.63 Lakh*,"9,000 kms",Petrol,Dealer,47.3bhp@6000rpm,Manual,First Owner,24.7 kmpl,796 CC,FWD,5,5 Speed
752,Volkswagen Polo Petrol Comfortline 1.2L,/used-car-details/used-Volkswagen-Polo-2009-2013-Petrol-Comfortline-1.2L-cars-Kolkata_05C584DB63ABC08D85EDD98D4A06E840.htm,2011,2.69 Lakh*,Rs.  6.90-11.07 Lakh*,"37,256 kms",Petrol,Dealer,73.9bhp@5400rpm,Manual,First Owner,16.47 kmpl,1198 CC,FWD,5,5 Speed
753,Hyundai Santro Xing XL eRLX Euro II,/used-car-details/used-Hyundai-Santro-Xing-XL-eRLX-Euro-II-cars-Kolkata_31BC670DBAAE5165A014D25F34986814.htm,2004,1.15 Lakh*,,"77,077 kms",Petrol,Dealer,null,Manual,Second Owner,17.0 kmpl,1086 CC,,5,
754,Volkswagen CrossPolo 1.2 MPI,/used-car-details/used-Volkswagen-CrossPolo-1.2-MPI-cars-Kolkata_76E1A313FF840FDC5CC0D52109CED034.htm,2015,3.95 Lakh*,,"40,000 kms",Petrol,Dealer,74bhp@5400rpm,Manual,First Owner,16.47 kmpl,1198 CC,FWD,5,5 Speed
